0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0.0396508,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0.0415665,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
0.0434823,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
0.300383,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
0.518525,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
1.71234,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
1.72797,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1.74926,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1.77055,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
13.1219,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
13.1219,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
13.1219,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0
13.1238,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1
13.1256,1,1,0,1,1,0,0,1,0,1,1,2,0,1,0,1,0,1,2
13.1274,1,1,0,1,1,0,0,1,0,1,1,3,0,1,0,1,0,1,3
13.1292,1,1,0,1,1,0,0,1,0,1,1,4,0,1,0,1,0,1,4
13.1311,1,1,0,1,1,0,0,1,0,1,1,5,0,1,0,1,0,1,5
13.1311,1,1,0,1,1,0,0,1,0,1,1,5,0,1,0,1,0,1,5
13.1329,1,1,0,1,1,0,0,1,0,1,1,5,0,1,0,1,0,1,5
13.1329,1,2,0,1,2,0,0,1,0,1,1,5,0,2,0,2,0,1,5
16.134,1,2,0,1,2,0,0,1,0,1,1,5,0,2,0,2,0,1,5
16.134,1,3,0,1,3,0,0,1,0,1,1,5,0,3,0,3,0,1,5
16.134,1,4,0,1,4,0,0,1,0,1,1,5,0,4,0,4,0,1,5
16.134,1,4,0,1,4,0,0,1,0,1,1,5,0,4,0,4,0,1,5
16.134,1,5,0,1,5,0,0,1,0,1,1,5,0,5,0,5,0,1,5
16.134,1,6,0,1,6,0,0,1,0,1,1,5,0,6,0,6,0,1,5
16.134,1,6,0,1,6,0,0,1,0,1,1,5,0,6,0,6,0,1,5
16.3931,1,6,0,1,6,0,0,1,0,1,1,5,0,6,0,6,0,1,5
16.3931,1,7,0,1,7,0,0,1,0,1,1,5,0,7,0,7,0,1,5
16.3931,1,8,0,1,8,0,0,1,0,1,1,5,0,8,0,8,0,1,5
17.4315,1,8,0,1,8,0,0,1,0,1,1,5,0,8,0,8,0,1,5
17.4316,1,8,0,1,8,0,0,1,0,1,1,5,0,8,0,8,0,1,5
17.4316,1,8,0,1,8,0,0,1,0,1,1,5,0,8,0,8,0,1,5
17.4316,1,9,0,1,9,0,0,1,0,1,1,5,0,9,0,9,0,1,5
17.4316,1,9,0,1,9,0,0,1,0,1,1,5,0,9,0,9,0,1,5
19.7463,1,9,0,1,9,0,0,1,0,1,2,5,0,9,0,9,0,2,5
22.0611,1,9,0,1,9,0,0,1,0,1,2,5,0,9,0,9,0,2,5
24.3758,1,9,0,1,9,0,0,1,0,1,2,5,0,9,0,9,0,2,5
24.3758,1,10,0,1,10,0,0,1,0,1,2,5,0,10,0,10,0,2,5
24.3758,1,11,0,1,11,0,0,1,0,1,2,5,0,11,0,11,0,2,5
26.6906,1,11,0,1,11,0,0,1,0,1,3,5,0,11,0,11,0,3,5
29.0053,1,11,0,1,11,0,0,1,0,1,4,5,0,11,0,11,0,4,5
29.33,1,11,0,1,11,0,0,1,0,1,4,5,0,11,0,11,0,4,5
29.9812,1,11,0,1,11,0,0,1,0,1,5,5,0,11,0,11,0,5,5
29.9812,1,11,0,1,11,0,0,1,0,1,5,5,0,11,0,11,0,5,5
29.9812,1,11,0,1,11,0,0,1,0,1,5,5,0,11,0,11,0,5,5
29.9812,1,11,0,1,11,0,0,1,0,1,5,5,0,11,0,11,0,5,5
29.9812,1,12,0,1,12,0,0,1,0,1,5,5,0,12,0,12,0,5,5
29.9812,1,12,0,1,12,0,0,1,0,1,5,5,0,12,0,12,0,5,5
29.9812,1,13,0,1,13,0,0,1,0,1,5,5,0,13,0,13,0,5,5
38.314,1,13,0,1,13,0,0,1,0,1,6,5,0,13,0,13,0,6,5
38.3847,1,13,0,1,13,0,0,1,0,1,7,5,0,13,0,13,0,7,5
38.3847,1,14,0,1,14,0,0,1,0,1,7,5,0,14,0,14,0,7,5
49.9331,1,14,0,1,14,0,0,1,0,1,8,5,0,14,0,14,0,8,5
50.0344,1,14,0,1,14,0,0,1,0,1,8,5,0,14,0,14,0,8,5
50.0344,1,15,0,1,15,0,0,1,0,1,8,5,0,15,0,15,0,8,5
50.0344,1,15,0,1,15,0,0,1,0,1,8,6,0,15,0,15,0,8,6
50.0344,1,15,0,1,15,0,0,1,0,1,8,7,0,15,0,15,0,8,7
50.0344,1,15,0,1,15,0,0,1,0,1,8,8,0,15,0,15,0,8,8
50.0344,1,15,0,1,15,0,0,1,0,1,8,8,0,15,0,15,0,8,8
50.0344,1,15,0,1,15,0,0,1,0,1,8,8,0,15,0,15,0,8,8
