Time,E,H,I,R,S
0,135,0,9,0,9856
0.00982352,134,0,10,0,9856
0.0563592,135,0,10,0,9855
0.0891622,134,0,11,0,9855
0.199406,133,0,12,0,9855
0.264739,133,0,11,1,9855
0.290637,132,0,12,1,9855
0.305935,131,0,13,1,9855
0.375269,131,0,12,2,9855
0.481551,130,0,13,2,9855
0.488405,129,0,14,2,9855
0.52469,129,0,13,3,9855
0.561671,128,0,14,3,9855
0.56331,127,0,15,3,9855
0.571958,127,0,14,4,9855
0.582563,126,0,15,4,9855
0.595608,125,0,16,4,9855
0.642092,126,0,16,4,9854
0.647404,125,0,17,4,9854
0.652625,124,0,18,4,9854
0.688608,124,0,17,5,9854
0.692506,123,0,18,5,9854
0.769459,122,0,19,5,9854
0.785159,121,0,20,5,9854
0.786696,120,0,21,5,9854
0.788916,121,0,21,5,9853
0.78997,120,0,22,5,9853
0.81615,119,0,23,5,9853
0.829261,119,0,22,6,9853
0.868588,120,0,22,6,9852
0.904212,119,0,23,6,9852
0.90765,118,0,24,6,9852
0.911998,119,0,24,6,9851
0.91403,120,0,24,6,9850
0.917404,120,0,23,7,9850
0.922368,120,0,22,8,9850
0.952856,121,0,22,8,9849
0.953682,122,0,22,8,9848
0.97965,121,0,23,8,9848
0.98487,120,0,24,8,9848
1.00006,119,0,25,8,9848
1.00715,118,0,26,8,9848
1.00716,117,0,27,8,9848
1.00773,118,0,27,8,9847
1.03524,118,0,26,9,9847
1.05217,119,0,26,9,9846
1.06949,120,0,26,9,9845
1.07661,121,0,26,9,9844
1.08117,121,0,25,10,9844
1.08415,121,0,24,11,9844
1.10757,121,0,23,12,9844
1.11701,122,0,23,12,9843
1.15527,122,0,22,13,9843
1.18321,121,0,23,13,9843
1.18783,122,0,23,13,9842
1.20775,123,0,23,13,9841
1.21972,124,0,23,13,9840
1.24445,123,0,24,13,9840
1.24914,124,0,24,13,9839
1.25491,123,0,25,13,9839
1.2708,122,0,26,13,9839
1.27519,121,0,27,13,9839
1.29687,122,0,27,13,9838
1.29817,121,0,28,13,9838
1.30273,122,0,28,13,9837
1.31112,121,0,29,13,9837
1.34793,120,0,30,13,9837
1.36203,119,0,31,13,9837
1.37167,118,0,32,13,9837
1.37522,119,0,32,13,9836
1.38478,118,0,33,13,9836
1.40609,119,0,33,13,9835
1.42014,119,0,32,14,9835
1.45565,118,0,33,14,9835
1.49866,117,0,34,14,9835
1.50867,118,0,34,14,9834
1.51902,119,0,34,14,9833
1.52178,120,0,34,14,9832
1.53976,119,0,35,14,9832
1.59369,120,0,35,14,9831
1.67317,121,0,35,14,9830
1.69102,120,0,36,14,9830
1.71403,121,0,36,14,9829
1.7429,121,0,35,15,9829
1.76217,120,0,36,15,9829
1.78281,121,0,36,15,9828
1.81159,122,0,36,15,9827
1.82724,122,0,35,16,9827
1.85226,123,0,35,16,9826
1.86025,122,0,36,16,9826
1.86264,121,0,37,16,9826
1.87283,121,0,36,17,9826
1.88699,121,0,35,18,9826
1.88767,120,0,36,18,9826
1.91503,119,0,37,18,9826
1.92274,120,0,37,18,9825
1.92963,119,0,38,18,9825
1.94548,119,0,37,19,9825
1.95036,120,0,37,19,9824
1.98866,121,0,37,19,9823
1.98907,121,0,36,20,9823
1.99017,120,0,37,20,9823
2.00195,119,0,38,20,9823
2.0032,119,0,37,21,9823
2.02145,120,0,37,21,9822
2.05412,119,0,38,21,9822
2.05464,119,0,37,22,9822
2.06593,120,0,37,22,9821
2.06636,120,0,36,23,9821
2.07018,119,0,37,23,9821
2.07955,120,0,37,23,9820
2.08402,119,0,38,23,9820
2.0967,118,0,39,23,9820
2.11887,117,0,40,23,9820
2.12876,118,0,40,23,9819
2.14685,119,0,40,23,9818
2.15552,120,0,40,23,9817
2.16148,119,0,41,23,9817
2.20097,119,0,40,24,9817
2.20893,120,0,40,24,9816
2.21527,121,0,40,24,9815
2.21558,121,0,39,25,9815
2.23377,121,0,38,26,9815
2.26053,122,0,38,26,9814
2.26162,123,0,38,26,9813
2.27038,122,0,39,26,9813
2.30345,122,0,38,27,9813
2.3238,123,0,38,27,9812
2.33999,123,0,37,28,9812
2.34684,123,0,36,29,9812
2.37175,124,0,36,29,9811
2.39275,124,0,35,30,9811
2.41115,125,0,35,30,9810
2.41603,126,0,35,30,9809
2.41654,126,0,34,31,9809
2.42313,125,0,35,31,9809
2.4314,126,0,35,31,9808
2.43841,125,0,36,31,9808
2.44976,125,0,35,32,9808
2.47461,124,0,36,32,9808
2.50566,123,0,37,32,9808
2.51452,124,0,37,32,9807
2.52786,123,0,38,32,9807
2.53135,123,0,37,33,9807
2.53868,122,0,38,33,9807
2.56488,123,0,38,33,9806
2.57292,122,0,39,33,9806
2.59437,123,0,39,33,9805
2.60504,122,0,40,33,9805
2.62706,123,0,40,33,9804
2.63545,123,0,39,34,9804
2.67751,124,0,39,34,9803
2.68015,125,0,39,34,9802
2.72211,126,0,39,34,9801
2.74519,125,0,40,34,9801
2.75694,126,0,40,34,9800
2.77704,125,0,41,34,9800
2.79129,126,0,41,34,9799
2.82242,125,0,42,34,9799
2.83117,125,0,41,35,9799
2.90282,124,0,42,35,9799
2.91655,123,0,43,35,9799
2.92018,123,0,42,36,9799
2.94634,124,0,42,36,9798
2.95153,125,0,42,36,9797
2.96142,126,0,42,36,9796
2.97077,127,0,42,36,9795
2.9708,127,0,41,37,9795
2.98846,127,0,40,38,9795
2.99602,128,0,40,38,9794
3.01649,127,0,41,38,9794
3.02028,128,0,41,38,9793
3.03363,127,0,42,38,9793
3.03505,128,0,42,38,9792
3.0419,129,0,42,38,9791
3.04573,128,0,43,38,9791
3.04627,127,0,44,38,9791
3.05076,126,0,45,38,9791
3.05699,127,0,45,38,9790
3.05771,128,0,45,38,9789
3.07359,129,0,45,38,9788
3.08013,129,0,44,39,9788
3.09518,128,0,45,39,9788
3.11673,129,0,45,39,9787
3.12059,130,0,45,39,9786
3.16014,131,0,45,39,9785
3.16029,131,0,44,40,9785
3.20261,132,0,44,40,9784
3.20544,133,0,44,40,9783
3.21242,133,0,43,41,9783
3.22247,134,0,43,41,9782
3.23047,133,0,44,41,9782
3.23399,133,0,43,42,9782
3.2758,133,0,42,43,9782
3.29076,133,0,41,44,9782
3.2974,134,0,41,44,9781
3.33877,133,0,42,44,9781
3.37577,132,0,43,44,9781
3.39429,132,0,42,45,9781
3.39601,131,0,43,45,9781
3.43093,132,0,43,45,9780
3.44028,133,0,43,45,9779
3.47641,134,0,43,45,9778
3.4918,133,0,44,45,9778
3.49225,133,0,43,46,9778
3.50068,134,0,43,46,9777
3.50936,135,0,43,46,9776
3.51339,135,0,42,47,9776
3.52396,136,0,42,47,9775
3.54913,135,0,43,47,9775
3.56212,136,0,43,47,9774
3.59103,135,0,44,47,9774
3.59476,135,0,43,48,9774
3.59674,136,0,43,48,9773
3.60264,137,0,43,48,9772
3.63046,136,0,44,48,9772
3.6339,135,0,45,48,9772
3.63477,135,0,44,49,9772
3.64541,136,0,44,49,9771
3.67035,137,0,44,49,9770
3.67992,138,0,44,49,9769
3.6967,137,0,45,49,9769
3.69784,138,0,45,49,9768
3.71571,138,0,44,50,9768
3.72938,138,0,43,51,9768
3.73383,139,0,43,51,9767
3.73498,139,0,42,52,9767
3.73593,140,0,42,52,9766
3.74327,139,0,43,52,9766
3.77763,140,0,43,52,9765
3.78282,139,0,44,52,9765
3.79922,138,0,45,52,9765
3.80576,137,0,46,52,9765
3.80738,137,0,45,53,9765
3.8135,136,0,46,53,9765
3.83107,135,0,47,53,9765
3.8434,134,0,48,53,9765
3.84772,135,0,48,53,9764
3.85753,135,0,47,54,9764
3.85914,134,0,48,54,9764
3.86886,134,0,47,55,9764
3.87258,133,0,48,55,9764
3.88138,134,0,48,55,9763
3.88682,135,0,48,55,9762
3.8984,135,0,47,56,9762
3.8988,136,0,47,56,9761
3.9193,137,0,47,56,9760
3.93139,137,0,46,57,9760
3.94775,138,0,46,57,9759
3.96564,139,0,46,57,9758
4.00585,138,0,47,57,9758
4.00951,139,0,47,57,9757
4.03829,140,0,47,57,9756
4.04241,141,0,47,57,9755
4.04945,141,0,46,58,9755
4.07235,141,0,45,59,9755
4.07852,142,0,45,59,9754
4.08139,143,0,45,59,9753
4.09178,142,0,46,59,9753
4.09537,141,0,47,59,9753
4.10384,141,0,46,60,9753
4.10821,140,0,47,60,9753
4.12226,140,0,46,61,9753
4.1227,140,0,45,62,9753
4.15249,139,0,46,62,9753
4.15999,139,0,45,63,9753
4.17163,138,0,46,63,9753
4.2022,139,0,46,63,9752
4.22507,139,0,45,64,9752
4.22921,138,0,46,64,9752
4.22947,137,0,47,64,9752
4.24686,137,0,46,65,9752
4.24713,137,0,45,66,9752
4.25339,136,0,46,66,9752
4.26746,135,0,47,66,9752
4.26888,135,0,46,67,9752
4.27161,135,0,45,68,9752
4.27195,134,0,46,68,9752
4.29317,135,0,46,68,9751
4.34771,135,0,45,69,9751
4.38209,135,0,44,70,9751
4.40832,136,0,44,70,9750
4.43905,137,0,44,70,9749
4.44229,136,0,45,70,9749
4.44377,135,0,46,70,9749
4.48209,136,0,46,70,9748
4.48498,136,0,45,71,9748
4.49203,137,0,45,71,9747
4.49642,137,0,44,72,9747
4.5013,136,0,45,72,9747
4.5142,135,0,46,72,9747
4.52625,136,0,46,72,9746
4.54169,135,0,47,72,9746
4.55345,136,0,47,72,9745
4.57407,137,0,47,72,9744
4.58792,138,0,47,72,9743
4.59577,139,0,47,72,9742
4.60981,140,0,47,72,9741
4.61521,139,0,48,72,9741
4.61559,140,0,48,72,9740
4.64024,141,0,48,72,9739
4.64871,142,0,48,72,9738
4.6613,143,0,48,72,9737
4.67949,142,0,49,72,9737
4.68477,143,0,49,72,9736
4.69709,142,0,50,72,9736
4.70467,141,0,51,72,9736
4.7075,142,0,51,72,9735
4.71141,143,0,51,72,9734
4.718,144,0,51,72,9733
4.72277,145,0,51,72,9732
4.73977,146,0,51,72,9731
4.74741,147,0,51,72,9730
4.75543,146,0,52,72,9730
4.77204,147,0,52,72,9729
4.78225,148,0,52,72,9728
4.78429,147,0,53,72,9728
4.78469,148,0,53,72,9727
4.80819,149,0,53,72,9726
4.81137,148,0,54,72,9726
4.82138,149,0,54,72,9725
4.82377,150,0,54,72,9724
4.8456,150,0,53,73,9724
4.8475,149,0,54,73,9724
4.85851,149,0,53,74,9724
4.87333,150,0,53,74,9723
4.87769,149,0,54,74,9723
4.88795,148,0,55,74,9723
4.89176,149,0,55,74,9722
4.89178,150,0,55,74,9721
4.89491,151,0,55,74,9720
4.90493,150,0,56,74,9720
4.92664,149,0,57,74,9720
4.93797,150,0,57,74,9719
4.94,151,0,57,74,9718
4.94145,152,0,57,74,9717
4.95937,151,0,58,74,9717
4.98748,152,0,58,74,9716
4.98951,153,0,58,74,9715
4.99595,154,0,58,74,9714
5.00175,155,0,58,74,9713
5.00509,156,0,58,74,9712
5.00992,157,0,58,74,9711
5.03463,157,0,57,75,9711
5.03961,156,0,58,75,9711
5.05764,157,0,58,75,9710
5.05867,156,0,59,75,9710
5.06172,155,0,60,75,9710
5.08155,156,0,60,75,9709
5.11185,157,0,60,75,9708
5.11302,158,0,60,75,9707
5.11622,157,0,61,75,9707
5.12751,156,0,62,75,9707
5.13129,156,0,61,76,9707
5.14096,157,0,61,76,9706
5.14613,158,0,61,76,9705
5.15151,159,0,61,76,9704
5.1593,160,0,61,76,9703
5.16976,161,0,61,76,9702
5.17268,160,0,62,76,9702
5.17744,159,0,63,76,9702
5.18233,160,0,63,76,9701
5.19734,159,0,64,76,9701
5.20994,160,0,64,76,9700
5.23842,159,0,65,76,9700
5.2415,158,0,66,76,9700
5.27863,159,0,66,76,9699
5.28945,159,0,65,77,9699
5.29393,158,0,66,77,9699
5.29622,157,0,67,77,9699
5.32379,158,0,67,77,9698
5.34385,159,0,67,77,9697
5.34563,160,0,67,77,9696
5.3603,160,0,66,78,9696
5.36036,160,0,65,79,9696
5.36746,160,0,64,80,9696
5.37671,159,0,65,80,9696
5.39609,159,0,64,81,9696
5.40165,160,0,64,81,9695
5.40415,161,0,64,81,9694
5.41242,161,0,63,82,9694
5.41651,162,0,63,82,9693
5.41669,163,0,63,82,9692
5.41684,162,0,64,82,9692
5.42156,163,0,64,82,9691
5.42183,162,0,65,82,9691
5.43774,161,0,66,82,9691
5.44605,162,0,66,82,9690
5.46915,163,0,66,82,9689
5.48799,164,0,66,82,9688
5.48975,165,0,66,82,9687
5.49979,164,0,67,82,9687
5.50731,164,0,66,83,9687
5.51421,165,0,66,83,9686
5.51621,164,0,67,83,9686
5.52431,163,0,68,83,9686
5.52824,162,0,69,83,9686
5.54942,161,0,70,83,9686
5.55621,162,0,70,83,9685
5.5812,162,0,69,84,9685
5.58235,162,0,68,85,9685
5.58565,163,0,68,85,9684
5.59094,163,0,67,86,9684
5.59151,162,0,68,86,9684
5.59229,163,0,68,86,9683
5.59485,164,0,68,86,9682
5.60084,165,0,68,86,9681
5.60134,165,0,67,87,9681
5.60643,164,0,68,87,9681
5.60698,163,0,69,87,9681
5.60915,164,0,69,87,9680
5.64595,163,0,70,87,9680
5.67331,163,0,69,88,9680
5.685,163,0,68,89,9680
5.68967,164,0,68,89,9679
5.68994,165,0,68,89,9678
5.69458,165,0,67,90,9678
5.70117,166,0,67,90,9677
5.7135,167,0,67,90,9676
5.72808,168,0,67,90,9675
5.77446,168,0,66,91,9675
5.78413,168,0,65,92,9675
5.79378,169,0,65,92,9674
5.79704,170,0,65,92,9673
5.8016,170,0,64,93,9673
5.81191,171,0,64,93,9672
5.81433,171,0,63,94,9672
5.81802,170,0,64,94,9672
5.82209,171,0,64,94,9671
5.83107,172,0,64,94,9670
5.84535,172,0,63,95,9670
5.87951,171,0,64,95,9670
5.88812,172,0,64,95,9669
5.89902,173,0,64,95,9668
5.90115,173,0,63,96,9668
5.90275,174,0,63,96,9667
5.90369,174,0,62,97,9667
5.9084,175,0,62,97,9666
5.9143,174,0,63,97,9666
5.91805,174,0,62,98,9666
5.92661,175,0,62,98,9665
5.93123,176,0,62,98,9664
5.93243,177,0,62,98,9663
5.9362,178,0,62,98,9662
5.94514,179,0,62,98,9661
5.95673,180,0,62,98,9660
5.95775,181,0,62,98,9659
5.96293,180,0,63,98,9659
5.97996,181,0,63,98,9658
5.99848,182,0,63,98,9657
6.00023,183,0,63,98,9656
6.01246,183,0,62,99,9656
6.01496,182,0,63,99,9656
6.02666,183,0,63,99,9655
6.03391,182,0,64,99,9655
6.03874,181,0,65,99,9655
6.03979,180,0,66,99,9655
6.04494,180,0,65,100,9655
6.04749,179,0,66,100,9655
6.07449,180,0,66,100,9654
6.08311,181,0,66,100,9653
6.09229,180,0,67,100,9653
6.10078,181,0,67,100,9652
6.10436,180,0,68,100,9652
6.12497,181,0,68,100,9651
6.13594,182,0,68,100,9650
6.13641,183,0,68,100,9649
6.14273,184,0,68,100,9648
6.14675,183,0,69,100,9648
6.1528,182,0,70,100,9648
6.15759,183,0,70,100,9647
6.1718,183,0,69,101,9647
6.17752,184,0,69,101,9646
6.18719,185,0,69,101,9645
6.18836,184,0,70,101,9645
6.19739,183,0,71,101,9645
6.19928,182,0,72,101,9645
6.20535,183,0,72,101,9644
6.20642,184,0,72,101,9643
6.21456,185,0,72,101,9642
6.22055,186,0,72,101,9641
6.23586,186,0,71,102,9641
6.23753,185,0,72,102,9641
6.25284,184,0,73,102,9641
6.2537,185,0,73,102,9640
6.2565,184,0,74,102,9640
6.26206,183,0,75,102,9640
6.29914,182,0,76,102,9640
6.30017,181,0,77,102,9640
6.30789,181,0,76,103,9640
6.30794,181,0,75,104,9640
6.3083,181,0,74,105,9640
6.31372,180,0,75,105,9640
6.32774,179,0,76,105,9640
6.34567,180,0,76,105,9639
6.35393,180,0,75,106,9639
6.35444,180,0,74,107,9639
6.35496,180,0,73,108,9639
6.3553,179,0,74,108,9639
6.36479,180,0,74,108,9638
6.38397,181,0,74,108,9637
6.38407,180,0,75,108,9637
6.39704,180,0,74,109,9637
6.40363,181,0,74,109,9636
6.40593,182,0,74,109,9635
6.40595,183,0,74,109,9634
6.4098,184,0,74,109,9633
6.4205,185,0,74,109,9632
6.42465,186,0,74,109,9631
6.48872,187,0,74,109,9630
6.49091,186,0,75,109,9630
6.52266,187,0,75,109,9629
6.52302,186,0,76,109,9629
6.52833,187,0,76,109,9628
6.53751,186,0,77,109,9628
6.5408,185,0,78,109,9628
6.56978,186,0,78,109,9627
6.5742,185,0,79,109,9627
6.57872,185,0,78,110,9627
6.57938,184,0,79,110,9627
6.59493,185,0,79,110,9626
6.59937,184,0,80,110,9626
6.60107,185,0,80,110,9625
6.61709,186,0,80,110,9624
6.61958,186,0,79,111,9624
6.63078,186,0,78,112,9624
6.63718,187,0,78,112,9623
6.6701,188,0,78,112,9622
6.67139,187,0,79,112,9622
6.67423,186,0,80,112,9622
6.67897,187,0,80,112,9621
6.68044,186,0,81,112,9621
6.69105,185,0,82,112,9621
6.69278,186,0,82,112,9620
6.6937,185,0,83,112,9620
6.70102,186,0,83,112,9619
6.71133,185,0,84,112,9619
6.7266,186,0,84,112,9618
6.73314,187,0,84,112,9617
6.74761,188,0,84,112,9616
6.74829,189,0,84,112,9615
6.77065,190,0,84,112,9614
6.78439,191,0,84,112,9613
6.79383,192,0,84,112,9612
6.79489,191,0,85,112,9612
6.80895,192,0,85,112,9611
6.81455,193,0,85,112,9610
6.81601,193,0,84,113,9610
6.83365,194,0,84,113,9609
6.83803,195,0,84,113,9608
6.83808,196,0,84,113,9607
6.84186,197,0,84,113,9606
6.84942,198,0,84,113,9605
6.85447,198,0,83,114,9605
6.85508,197,0,84,114,9605
6.87359,196,0,85,114,9605
6.87568,197,0,85,114,9604
6.88787,197,0,84,115,9604
6.88926,198,0,84,115,9603
6.89897,199,0,84,115,9602
6.90106,198,0,85,115,9602
6.90145,198,0,84,116,9602
6.90792,197,0,85,116,9602
6.90861,196,0,86,116,9602
6.91052,196,0,85,117,9602
6.91603,195,0,86,117,9602
6.92478,195,0,85,118,9602
6.92883,194,0,86,118,9602
6.94166,195,0,86,118,9601
6.96566,196,0,86,118,9600
6.96944,195,0,87,118,9600
6.97174,196,0,87,118,9599
6.97185,197,0,87,118,9598
6.9729,196,0,88,118,9598
6.99459,195,0,89,118,9598
6.99828,196,0,89,118,9597
6.99848,197,0,89,118,9596
7.01094,198,0,89,118,9595
7.01179,197,0,90,118,9595
7.0149,197,0,89,119,9595
7.02182,198,0,89,119,9594
7.02548,199,0,89,119,9593
7.04818,200,0,89,119,9592
7.04968,201,0,89,119,9591
7.05557,202,0,89,119,9590
7.06011,203,0,89,119,9589
7.06184,203,0,88,120,9589
7.07526,204,0,88,120,9588
7.07648,205,0,88,120,9587
7.08002,204,0,89,120,9587
7.0832,205,0,89,120,9586
7.08399,205,0,88,121,9586
7.08567,204,0,89,121,9586
7.10872,203,0,90,121,9586
7.13041,204,0,90,121,9585
7.13804,204,0,89,122,9585
7.14628,203,0,90,122,9585
7.1468,204,0,90,122,9584
7.17078,205,0,90,122,9583
7.17836,204,0,91,122,9583
7.18141,204,0,90,123,9583
7.19059,205,0,90,123,9582
7.20172,206,0,90,123,9581
7.23009,207,0,90,123,9580
7.23158,206,0,91,123,9580
7.24466,207,0,91,123,9579
7.24709,206,0,92,123,9579
7.25435,205,0,93,123,9579
7.25494,206,0,93,123,9578
7.26149,206,0,92,124,9578
7.2655,205,0,93,124,9578
7.2697,206,0,93,124,9577
7.27557,207,0,93,124,9576
7.27848,207,0,92,125,9576
7.2855,208,0,92,125,9575
7.28889,209,0,92,125,9574
7.30502,210,0,92,125,9573
7.31008,210,0,91,126,9573
7.31214,211,0,91,126,9572
7.32078,210,0,92,126,9572
7.3296,211,0,92,126,9571
7.33146,210,0,93,126,9571
7.33195,210,0,92,127,9571
7.3543,211,0,92,127,9570
7.35984,212,0,92,127,9569
7.36527,213,0,92,127,9568
7.36851,214,0,92,127,9567
7.37626,214,0,91,128,9567
7.37739,215,0,91,128,9566
7.37748,215,0,90,129,9566
7.37907,216,0,90,129,9565
7.37936,215,0,91,129,9565
7.38231,216,0,91,129,9564
7.38381,216,0,90,130,9564
7.38538,217,0,90,130,9563
7.38711,217,0,89,131,9563
7.38832,217,0,88,132,9563
7.39179,218,0,88,132,9562
7.39621,217,0,89,132,9562
7.39913,218,0,89,132,9561
7.41213,219,0,89,132,9560
7.41214,218,0,90,132,9560
7.4146,218,0,89,133,9560
7.41467,217,0,90,133,9560
7.41581,216,0,91,133,9560
7.41944,217,0,91,133,9559
7.4307,216,0,92,133,9559
7.43342,215,0,93,133,9559
7.43935,216,0,93,133,9558
7.45015,216,0,92,134,9558
7.45684,217,0,92,134,9557
7.46408,216,0,93,134,9557
7.47386,215,0,94,134,9557
7.47422,214,0,95,134,9557
7.47844,213,0,96,134,9557
7.4941,214,0,96,134,9556
7.50386,215,0,96,134,9555
7.50452,214,0,97,134,9555
7.51546,215,0,97,134,9554
7.51567,216,0,97,134,9553
7.53965,217,0,97,134,9552
7.54678,218,0,97,134,9551
7.54876,219,0,97,134,9550
7.55467,218,0,98,134,9550
7.55589,219,0,98,134,9549
7.56422,220,0,98,134,9548
7.56543,221,0,98,134,9547
7.56545,220,0,99,134,9547
7.58815,220,0,98,135,9547
7.58875,220,0,97,136,9547
7.60454,221,0,97,136,9546
7.60791,220,0,98,136,9546
7.61623,219,0,99,136,9546
7.61846,220,0,99,136,9545
7.61852,221,0,99,136,9544
7.62013,220,0,100,136,9544
7.63357,221,0,100,136,9543
7.63891,222,0,100,136,9542
7.63927,222,0,99,137,9542
7.64099,223,0,99,137,9541
7.6555,224,0,99,137,9540
7.6695,225,0,99,137,9539
7.67492,226,0,99,137,9538
7.67719,225,0,100,137,9538
7.68416,225,0,99,138,9538
7.68466,225,0,98,139,9538
7.68728,225,0,97,140,9538
7.69893,225,0,96,141,9538
7.70484,224,0,97,141,9538
7.71165,225,0,97,141,9537
7.7122,226,0,97,141,9536
7.72069,225,0,98,141,9536
7.7246,226,0,98,141,9535
7.72706,227,0,98,141,9534
7.73085,226,0,99,141,9534
7.73658,225,0,100,141,9534
7.74106,226,0,100,141,9533
7.74848,225,0,101,141,9533
7.74894,226,0,101,141,9532
7.75176,226,0,100,142,9532
7.75429,225,0,101,142,9532
7.77048,226,0,101,142,9531
7.77907,225,0,102,142,9531
7.77964,225,0,101,143,9531
7.7824,224,0,102,143,9531
7.78241,225,0,102,143,9530
7.78935,225,0,101,144,9530
7.79831,226,0,101,144,9529
7.80955,226,0,100,145,9529
7.80967,225,0,101,145,9529
7.81268,225,0,100,146,9529
7.82728,224,0,101,146,9529
7.84146,225,0,101,146,9528
7.84453,226,0,101,146,9527
7.84553,226,0,100,147,9527
7.84569,227,0,100,147,9526
7.84878,227,0,99,148,9526
7.87692,227,0,98,149,9526
7.87779,228,0,98,149,9525
7.8889,229,0,98,149,9524
7.90005,229,0,97,150,9524
7.91068,228,0,98,150,9524
7.91186,229,0,98,150,9523
7.91323,229,0,97,151,9523
7.92526,229,0,96,152,9523
7.92538,230,0,96,152,9522
7.92757,231,0,96,152,9521
7.92838,232,0,96,152,9520
7.92953,232,0,95,153,9520
7.93789,233,0,95,153,9519
7.949,234,0,95,153,9518
7.95627,233,0,96,153,9518
7.95977,234,0,96,153,9517
7.96795,235,0,96,153,9516
7.98439,235,0,95,154,9516
7.9864,236,0,95,154,9515
7.9866,235,0,96,154,9515
7.98829,234,0,97,154,9515
7.98875,235,0,97,154,9514
7.99257,235,0,96,155,9514
8.01204,236,0,96,155,9513
8.01278,235,0,97,155,9513
8.01351,234,0,98,155,9513
8.06169,235,0,98,155,9512
8.06621,235,0,97,156,9512
8.0688,234,0,98,156,9512
8.0829,235,0,98,156,9511
8.08684,234,0,99,156,9511
8.08686,234,0,98,157,9511
8.09184,235,0,98,157,9510
8.09467,235,0,97,158,9510
8.10358,236,0,97,158,9509
8.11118,237,0,97,158,9508
8.11426,237,0,96,159,9508
8.11731,236,0,97,159,9508
8.12391,237,0,97,159,9507
8.12469,238,0,97,159,9506
8.12759,239,0,97,159,9505
8.13378,239,0,96,160,9505
8.13635,240,0,96,160,9504
8.14585,240,0,95,161,9504
8.15273,241,0,95,161,9503
8.18171,242,0,95,161,9502
8.1823,241,0,96,161,9502
8.18234,240,0,97,161,9502
8.18302,239,0,98,161,9502
8.18684,240,0,98,161,9501
8.18904,239,0,99,161,9501
8.22914,240,0,99,161,9500
8.2323,241,0,99,161,9499
8.24045,242,0,99,161,9498
8.24121,241,0,100,161,9498
8.24873,240,0,101,161,9498
8.25467,241,0,101,161,9497
8.25578,240,0,102,161,9497
8.26783,239,0,103,161,9497
8.28932,238,0,104,161,9497
8.29691,237,0,105,161,9497
8.30121,238,0,105,161,9496
8.31228,239,0,105,161,9495
8.3187,239,0,104,162,9495
8.32521,239,0,103,163,9495
8.33081,240,0,103,163,9494
8.34546,241,0,103,163,9493
8.34737,240,0,104,163,9493
8.35906,241,0,104,163,9492
8.36152,242,0,104,163,9491
8.36411,243,0,104,163,9490
8.36761,242,0,105,163,9490
8.3717,241,0,106,163,9490
8.38145,241,0,105,164,9490
8.38909,240,0,106,164,9490
8.39274,239,0,107,164,9490
8.40796,240,0,107,164,9489
8.41319,241,0,107,164,9488
8.45011,242,0,107,164,9487
8.45141,243,0,107,164,9486
8.46078,242,0,108,164,9486
8.46211,242,0,107,165,9486
8.47152,241,0,108,165,9486
8.47295,240,0,109,165,9486
8.49097,241,0,109,165,9485
8.50223,240,0,110,165,9485
8.50476,241,0,110,165,9484
8.51673,242,0,110,165,9483
8.51777,243,0,110,165,9482
8.51832,242,0,111,165,9482
8.52534,243,0,111,165,9481
8.54135,244,0,111,165,9480
8.54338,244,0,110,166,9480
8.54409,245,0,110,166,9479
8.54819,245,0,109,167,9479
8.54957,246,0,109,167,9478
8.55099,247,0,109,167,9477
8.55156,248,0,109,167,9476
8.5533,247,0,110,167,9476
8.55393,248,0,110,167,9475
8.55784,249,0,110,167,9474
8.5681,250,0,110,167,9473
8.58582,249,0,111,167,9473
8.58586,249,0,110,168,9473
8.59306,250,0,110,168,9472
8.59474,249,0,111,168,9472
8.60402,248,0,112,168,9472
8.6169,249,0,112,168,9471
8.6298,250,0,112,168,9470
8.63854,249,0,113,168,9470
8.641,248,0,114,168,9470
8.65305,247,0,115,168,9470
8.65635,247,0,114,169,9470
8.66926,248,0,114,169,9469
8.66942,248,0,113,170,9469
8.67301,249,0,113,170,9468
8.6749,248,0,114,170,9468
8.68033,248,0,113,171,9468
8.69021,249,0,113,171,9467
8.69328,250,0,113,171,9466
8.70735,251,0,113,171,9465
8.72493,252,0,113,171,9464
8.72663,251,0,114,171,9464
8.72815,250,0,115,171,9464
8.73051,251,0,115,171,9463
8.7337,252,0,115,171,9462
8.74462,253,0,115,171,9461
8.74587,253,0,114,172,9461
8.74877,252,0,115,172,9461
8.76327,252,0,114,173,9461
8.79041,253,0,114,173,9460
8.79149,254,0,114,173,9459
8.79183,255,0,114,173,9458
8.7927,256,0,114,173,9457
8.7969,255,0,115,173,9457
8.80289,255,0,114,174,9457
8.81026,255,0,113,175,9457
8.82225,254,0,114,175,9457
8.82419,253,0,115,175,9457
8.82434,254,0,115,175,9456
8.827,255,0,115,175,9455
8.82836,256,0,115,175,9454
8.82981,255,0,116,175,9454
8.83045,254,0,117,175,9454
8.83277,253,0,118,175,9454
8.83325,254,0,118,175,9453
8.83759,254,0,117,176,9453
8.84598,254,0,116,177,9453
8.84821,254,0,115,178,9453
8.85005,253,0,116,178,9453
8.85177,252,0,117,178,9453
8.85914,251,0,118,178,9453
8.86224,252,0,118,178,9452
8.86889,252,0,117,179,9452
8.86967,253,0,117,179,9451
8.89018,252,0,118,179,9451
8.89061,252,0,117,180,9451
