Time,E,H,I,R,S
46.4626,722,2,564,6714,1998
46.4733,722,2,563,6715,1998
46.4766,722,2,562,6716,1998
46.4773,722,2,561,6717,1998
46.4798,721,2,562,6717,1998
46.4805,720,2,563,6717,1998
46.484,719,2,564,6717,1998
46.4868,719,2,563,6718,1998
46.491,720,2,563,6718,1997
46.4981,719,2,564,6718,1997
46.5032,718,2,565,6718,1997
46.5037,717,2,566,6718,1997
46.5103,717,2,565,6719,1997
46.5109,718,2,565,6719,1996
46.5141,719,2,565,6719,1995
46.5142,718,2,566,6719,1995
46.5174,719,2,566,6719,1994
46.5176,719,2,565,6720,1994
46.5208,719,2,564,6721,1994
46.5233,719,2,563,6722,1994
46.5252,719,2,562,6723,1994
46.5262,720,2,562,6723,1993
46.5273,720,2,561,6724,1993
46.5302,719,2,562,6724,1993
46.5312,719,2,561,6725,1993
46.532,719,2,560,6726,1993
46.5325,718,2,561,6726,1993
46.5325,719,2,561,6726,1992
46.5328,719,2,560,6727,1992
46.5367,720,2,560,6727,1991
46.539,720,2,559,6728,1991
46.5475,721,2,559,6728,1990
46.5477,720,2,560,6728,1990
46.5484,719,2,561,6728,1990
46.5488,719,2,560,6729,1990
46.5516,718,2,561,6729,1990
46.5517,718,2,560,6730,1990
46.552,717,2,561,6730,1990
46.552,717,2,560,6731,1990
46.5525,716,2,561,6731,1990
46.5533,715,2,562,6731,1990
46.5666,714,2,563,6731,1990
46.5683,715,2,563,6731,1989
46.5704,714,2,564,6731,1989
46.5724,713,2,565,6731,1989
46.5732,712,2,566,6731,1989
46.575,712,2,565,6732,1989
46.5775,711,2,566,6732,1989
46.5787,710,2,567,6732,1989
46.5844,709,2,568,6732,1989
46.5883,708,2,569,6732,1989
46.5893,708,2,568,6733,1989
46.5903,708,2,567,6734,1989
46.5911,708,2,566,6735,1989
46.5958,709,2,566,6735,1988
46.5977,709,2,565,6736,1988
46.5986,709,2,564,6737,1988
46.6026,710,2,564,6737,1987
46.6057,710,2,563,6738,1987
46.6087,710,2,562,6739,1987
46.6109,709,2,563,6739,1987
46.6109,709,2,562,6740,1987
46.6137,708,2,563,6740,1987
46.6157,708,2,562,6741,1987
46.6167,708,2,561,6742,1987
46.6198,708,2,560,6743,1987
46.6225,707,2,561,6743,1987
46.6271,708,2,561,6743,1986
46.6276,707,2,562,6743,1986
46.6297,708,2,562,6743,1985
46.6339,708,2,561,6744,1985
46.6376,708,2,560,6745,1985
46.6376,708,2,559,6746,1985
46.6385,709,2,559,6746,1984
46.6389,710,2,559,6746,1983
46.6419,710,2,558,6747,1983
46.648,710,2,557,6748,1983
46.6507,710,2,556,6749,1983
46.6544,710,2,555,6750,1983
46.6562,709,2,556,6750,1983
46.6641,709,2,555,6751,1983
46.6645,710,2,555,6751,1982
46.6647,710,2,554,6752,1982
46.6652,710,2,553,6753,1982
46.6735,709,2,554,6753,1982
46.6759,708,2,555,6753,1982
46.6761,708,2,554,6754,1982
46.6832,709,2,554,6754,1981
46.6877,709,2,553,6755,1981
46.6989,710,2,553,6755,1980
46.6993,709,2,554,6755,1980
46.7007,709,2,553,6756,1980
46.7035,709,2,552,6757,1980
46.7084,709,2,551,6758,1980
46.7093,709,2,550,6759,1980
46.7094,709,2,549,6760,1980
46.7125,709,2,548,6761,1980
46.717,709,2,547,6762,1980
46.7171,708,2,548,6762,1980
46.7172,708,2,547,6763,1980
46.7199,708,2,546,6764,1980
46.7275,708,2,545,6765,1980
46.7282,707,2,546,6765,1980
46.7304,707,2,545,6766,1980
46.7305,707,2,544,6767,1980
46.7305,706,2,545,6767,1980
46.7324,707,2,545,6767,1979
46.7409,708,2,545,6767,1978
46.7462,708,2,544,6768,1978
46.7492,708,2,543,6769,1978
46.7496,709,2,543,6769,1977
46.7518,709,2,542,6770,1977
46.7543,709,2,541,6771,1977
46.7563,708,2,542,6771,1977
46.7576,709,2,542,6771,1976
46.7577,708,2,543,6771,1976
46.7654,708,2,542,6772,1976
46.7664,708,2,541,6773,1976
46.7665,708,2,540,6774,1976
46.7711,708,2,539,6775,1976
46.7779,707,2,540,6775,1976
46.7805,707,2,539,6776,1976
46.7848,707,2,538,6777,1976
46.7867,708,2,538,6777,1975
46.7907,708,2,537,6778,1975
46.7908,708,2,536,6779,1975
46.7922,708,2,535,6780,1975
46.7924,709,2,535,6780,1974
46.8002,708,2,536,6780,1974
46.8017,708,2,535,6781,1974
46.8026,709,2,535,6781,1973
46.8032,708,2,536,6781,1973
46.8044,709,2,536,6781,1972
46.8059,709,2,535,6782,1972
46.8062,709,2,534,6783,1972
46.8065,708,2,535,6783,1972
46.817,708,2,534,6784,1972
46.8199,708,2,533,6785,1972
46.8215,707,2,534,6785,1972
46.8241,708,2,534,6785,1971
46.8262,708,2,533,6786,1971
46.8269,707,2,534,6786,1971
46.8316,707,2,533,6787,1971
46.8362,708,2,533,6787,1970
46.8398,707,2,534,6787,1970
46.8398,707,2,533,6788,1970
46.8405,707,2,532,6789,1970
46.8417,706,2,533,6789,1970
46.8432,707,2,533,6789,1969
46.8678,706,2,534,6789,1969
46.8688,706,2,533,6790,1969
46.8716,707,2,533,6790,1968
46.872,707,2,532,6791,1968
46.8729,707,2,531,6792,1968
46.8742,707,2,530,6793,1968
46.8753,706,2,531,6793,1968
46.878,706,1,531,6794,1968
46.879,707,1,531,6794,1967
46.88,706,1,532,6794,1967
46.8807,706,1,531,6795,1967
46.8809,707,1,531,6795,1966
46.8833,708,1,531,6795,1965
46.8837,708,1,530,6796,1965
46.8901,707,1,531,6796,1965
46.8945,708,1,531,6796,1964
46.8973,708,1,530,6797,1964
46.8985,707,1,531,6797,1964
46.9026,707,1,530,6798,1964
46.9031,707,1,529,6799,1964
46.9059,706,1,530,6799,1964
46.906,706,1,529,6800,1964
46.908,706,1,528,6801,1964
46.9102,705,1,529,6801,1964
46.9126,704,1,530,6801,1964
46.9144,705,1,530,6801,1963
46.9161,704,1,531,6801,1963
46.9171,704,1,530,6802,1963
46.9213,704,1,529,6803,1963
46.9213,703,1,530,6803,1963
46.9234,702,1,531,6803,1963
46.9249,702,1,530,6804,1963
46.9256,703,1,530,6804,1962
46.9259,703,1,529,6805,1962
46.939,703,1,528,6806,1962
46.9489,704,1,528,6806,1961
46.9498,704,1,527,6807,1961
46.9502,705,1,527,6807,1960
46.9526,704,1,528,6807,1960
46.953,705,1,528,6807,1959
46.9539,706,1,528,6807,1958
46.9558,705,1,529,6807,1958
46.9567,706,1,529,6807,1957
46.9622,707,1,529,6807,1956
46.9636,707,1,528,6808,1956
46.9652,708,1,528,6808,1955
46.9656,709,1,528,6808,1954
46.9666,708,1,529,6808,1954
46.9669,708,1,528,6809,1954
46.9693,709,1,528,6809,1953
46.97,709,1,527,6810,1953
46.9717,709,1,526,6811,1953
46.9721,709,1,525,6812,1953
46.974,710,1,525,6812,1952
46.9811,710,1,524,6813,1952
46.9839,711,1,524,6813,1951
46.9842,712,1,524,6813,1950
46.9862,711,1,525,6813,1950
46.9957,712,1,525,6813,1949
46.9992,711,1,526,6813,1949
47.0024,710,1,527,6813,1949
47.0074,709,1,528,6813,1949
47.0115,710,1,528,6813,1948
47.0119,711,1,528,6813,1947
47.0134,710,1,529,6813,1947
47.0142,711,1,529,6813,1946
47.0152,712,1,529,6813,1945
47.0237,711,1,530,6813,1945
47.0271,711,1,529,6814,1945
47.0276,711,1,528,6815,1945
47.0307,712,1,528,6815,1944
47.0326,712,1,527,6816,1944
47.0342,713,1,527,6816,1943
47.0361,713,1,526,6817,1943
47.0365,712,1,527,6817,1943
47.0424,712,1,526,6818,1943
47.0433,712,1,525,6819,1943
47.0435,711,1,526,6819,1943
47.0516,710,1,527,6819,1943
47.054,709,1,528,6819,1943
47.0553,709,1,527,6820,1943
47.0559,708,1,528,6820,1943
47.0606,708,1,527,6821,1943
47.0662,709,1,527,6821,1942
47.075,710,1,527,6821,1941
47.0795,709,1,528,6821,1941
47.0884,710,1,528,6821,1940
47.0944,710,1,527,6822,1940
47.0969,711,1,527,6822,1939
47.0972,710,1,528,6822,1939
47.0976,711,1,528,6822,1938
47.0988,712,1,528,6822,1937
47.1018,711,1,529,6822,1937
47.1024,711,1,528,6823,1937
47.1112,710,1,529,6823,1937
47.1116,709,1,530,6823,1937
47.1139,709,1,529,6824,1937
47.1144,708,1,530,6824,1937
47.1146,709,1,530,6824,1936
47.1169,708,1,531,6824,1936
47.1176,707,1,532,6824,1936
47.1185,706,1,533,6824,1936
47.1202,705,1,534,6824,1936
47.1222,705,1,533,6825,1936
47.1319,705,1,532,6826,1936
47.1398,706,1,532,6826,1935
47.1441,706,1,531,6827,1935
47.1518,705,1,532,6827,1935
47.1554,705,1,531,6828,1935
47.1606,704,1,532,6828,1935
47.1622,704,1,531,6829,1935
47.1624,703,1,532,6829,1935
47.1628,702,1,533,6829,1935
47.165,703,1,533,6829,1934
47.1654,704,1,533,6829,1933
47.1663,705,1,533,6829,1932
47.1683,705,1,532,6830,1932
47.1695,705,1,531,6831,1932
47.1711,704,1,532,6831,1932
47.1711,704,1,531,6832,1932
47.1756,705,1,531,6832,1931
47.1779,705,1,530,6833,1931
47.1799,704,1,531,6833,1931
47.1813,704,1,530,6834,1931
47.1829,704,1,529,6835,1931
47.1897,704,1,528,6836,1931
47.1913,704,1,527,6837,1931
47.1916,704,1,526,6838,1931
47.1928,704,1,525,6839,1931
47.1993,703,1,526,6839,1931
47.2017,703,1,525,6840,1931
47.2084,703,1,524,6841,1931
47.21,703,1,523,6842,1931
47.2109,703,1,522,6843,1931
47.2129,702,1,523,6843,1931
47.2156,703,1,523,6843,1930
47.2164,703,1,522,6844,1930
47.2181,702,1,523,6844,1930
47.2182,702,1,522,6845,1930
47.2185,701,1,523,6845,1930
47.2221,700,1,524,6845,1930
47.2321,701,1,524,6845,1929
47.2352,702,1,524,6845,1928
47.2379,703,1,524,6845,1927
47.238,703,1,523,6846,1927
47.2381,703,1,522,6847,1927
47.2392,702,1,523,6847,1927
47.2399,702,1,522,6848,1927
47.2401,701,1,523,6848,1927
47.2427,701,1,522,6849,1927
47.2459,700,1,523,6849,1927
47.2502,699,1,524,6849,1927
47.2557,698,1,525,6849,1927
47.2557,699,1,525,6849,1926
47.2567,700,1,525,6849,1925
47.2575,700,1,524,6850,1925
47.2577,700,1,523,6851,1925
47.2594,700,1,522,6852,1925
47.2597,699,1,523,6852,1925
47.2609,700,1,523,6852,1924
47.2638,700,1,522,6853,1924
47.2639,699,1,523,6853,1924
47.2642,698,1,524,6853,1924
47.2654,697,1,525,6853,1924
47.266,697,1,524,6854,1924
47.2665,696,1,525,6854,1924
47.2667,697,1,525,6854,1923
47.2668,698,1,525,6854,1922
47.2671,698,1,524,6855,1922
47.2681,699,1,524,6855,1921
47.2689,699,1,523,6856,1921
47.27,700,1,523,6856,1920
47.272,700,1,522,6857,1920
47.2727,700,1,521,6858,1920
47.2747,699,1,522,6858,1920
47.2751,699,1,521,6859,1920
47.2791,698,1,522,6859,1920
47.2811,698,1,521,6860,1920
47.2826,697,1,522,6860,1920
47.2841,696,1,523,6860,1920
47.2882,696,1,522,6861,1920
47.2915,695,1,523,6861,1920
47.2932,694,1,524,6861,1920
47.2938,693,1,525,6861,1920
47.2945,694,1,525,6861,1919
47.3028,693,1,526,6861,1919
47.3038,693,1,525,6862,1919
47.3081,693,1,524,6863,1919
47.311,692,1,525,6863,1919
47.3123,692,1,524,6864,1919
47.3132,692,1,523,6865,1919
47.3135,693,1,523,6865,1918
47.3141,693,1,522,6866,1918
47.3161,694,1,522,6866,1917
47.32,694,1,521,6867,1917
47.324,694,1,520,6868,1917
47.3247,693,1,521,6868,1917
47.3273,693,1,520,6869,1917
47.3342,693,1,519,6870,1917
47.3348,694,1,519,6870,1916
47.3355,693,1,520,6870,1916
47.3396,693,1,519,6871,1916
47.3425,692,1,520,6871,1916
47.3448,692,1,519,6872,1916
47.3454,692,1,518,6873,1916
47.3455,691,1,519,6873,1916
47.3527,692,1,519,6873,1915
47.3581,691,1,520,6873,1915
47.3661,691,1,519,6874,1915
47.368,691,1,518,6875,1915
47.3692,691,1,517,6876,1915
47.3699,692,1,517,6876,1914
47.3705,693,1,517,6876,1913
47.371,693,1,516,6877,1913
47.3713,693,1,515,6878,1913
47.3717,692,1,516,6878,1913
47.3723,692,1,515,6879,1913
47.3732,692,1,514,6880,1913
47.3747,691,1,515,6880,1913
47.3777,691,1,514,6881,1913
47.3778,691,1,513,6882,1913
47.3808,692,1,513,6882,1912
47.383,691,1,514,6882,1912
47.3851,691,1,513,6883,1912
47.3872,690,1,514,6883,1912
47.3887,690,1,513,6884,1912
47.394,690,1,512,6885,1912
47.3959,689,1,513,6885,1912
47.3979,689,1,512,6886,1912
47.3981,689,1,511,6887,1912
47.3991,690,1,511,6887,1911
47.4037,691,1,511,6887,1910
47.4043,691,1,510,6888,1910
47.4109,690,1,511,6888,1910
47.4132,690,1,510,6889,1910
47.4139,691,1,510,6889,1909
47.4207,691,1,509,6890,1909
47.4245,691,1,508,6891,1909
47.4248,691,1,507,6892,1909
47.4256,691,1,506,6893,1909
47.4258,692,1,506,6893,1908
47.428,691,1,507,6893,1908
47.4311,690,1,508,6893,1908
47.4312,689,1,509,6893,1908
47.4313,689,1,508,6894,1908
47.4329,688,1,509,6894,1908
47.4341,688,1,508,6895,1908
47.4368,688,1,507,6896,1908
47.437,688,1,506,6897,1908
47.4394,688,1,505,6898,1908
47.4404,687,1,506,6898,1908
47.4434,688,1,506,6898,1907
47.4445,689,1,506,6898,1906
47.4471,688,1,507,6898,1906
47.449,687,1,508,6898,1906
47.4543,688,1,508,6898,1905
47.4561,688,1,507,6899,1905
47.4577,688,1,506,6900,1905
47.4628,687,1,507,6900,1905
47.4639,687,1,506,6901,1905
47.4671,687,1,505,6902,1905
47.4719,686,1,506,6902,1905
47.4768,686,1,505,6903,1905
47.4798,687,1,505,6903,1904
47.4801,686,1,506,6903,1904
47.4808,686,1,505,6904,1904
47.4874,687,1,505,6904,1903
47.4875,687,1,504,6905,1903
47.4909,687,1,503,6906,1903
47.4945,687,1,502,6907,1903
47.496,686,1,503,6907,1903
47.5007,686,1,502,6908,1903
47.5008,685,1,503,6908,1903
47.5023,684,1,504,6908,1903
47.5028,683,1,505,6908,1903
47.5104,683,1,504,6909,1903
47.5124,682,1,505,6909,1903
47.5134,681,1,506,6909,1903
47.5175,680,1,507,6909,1903
47.5245,679,1,508,6909,1903
47.5285,679,1,507,6910,1903
47.5315,678,1,508,6910,1903
47.5325,678,1,507,6911,1903
47.5412,678,1,506,6912,1903
47.5437,677,1,507,6912,1903
47.5451,678,1,507,6912,1902
47.5466,678,1,506,6913,1902
47.5485,678,1,505,6914,1902
47.5503,677,1,506,6914,1902
47.5509,676,1,507,6914,1902
47.552,676,1,506,6915,1902
47.5522,676,1,505,6916,1902
47.5524,675,1,506,6916,1902
47.5559,674,1,507,6916,1902
47.5607,675,1,507,6916,1901
47.563,674,1,508,6916,1901
47.5677,675,1,508,6916,1900
47.5684,674,1,509,6916,1900
47.5684,673,1,510,6916,1900
47.5702,673,1,509,6917,1900
47.5758,674,1,509,6917,1899
47.5766,673,1,510,6917,1899
47.5769,673,1,509,6918,1899
47.581,674,1,509,6918,1898
47.5835,673,1,510,6918,1898
47.5868,674,1,510,6918,1897
47.5885,674,1,509,6919,1897
47.596,673,1,510,6919,1897
47.5981,673,1,509,6920,1897
47.6076,673,1,508,6921,1897
47.6126,672,1,509,6921,1897
47.6146,671,1,510,6921,1897
47.6157,670,1,511,6921,1897
47.6167,670,1,510,6922,1897
47.6214,670,1,509,6923,1897
47.6217,670,1,508,6924,1897
47.6262,670,1,507,6925,1897
47.6265,670,1,506,6926,1897
47.6318,670,1,505,6927,1897
47.632,670,1,504,6928,1897
47.6328,670,1,503,6929,1897
47.6357,670,1,502,6930,1897
47.6374,671,1,502,6930,1896
47.6384,670,1,503,6930,1896
47.6395,669,1,504,6930,1896
47.6419,669,1,503,6931,1896
47.6423,668,1,504,6931,1896
47.6463,667,1,505,6931,1896
47.6561,666,1,506,6931,1896
47.6574,665,1,507,6931,1896
47.6612,666,1,507,6931,1895
47.6617,665,1,508,6931,1895
47.6668,664,1,509,6931,1895
47.668,665,1,509,6931,1894
47.6691,666,1,509,6931,1893
47.6706,666,1,508,6932,1893
47.6749,667,1,508,6932,1892
47.6771,667,1,507,6933,1892
47.6794,667,1,506,6934,1892
47.6798,666,1,507,6934,1892
47.6821,667,1,507,6934,1891
47.6852,668,1,507,6934,1890
47.6926,668,1,506,6935,1890
47.6985,667,1,507,6935,1890
47.7051,666,1,508,6935,1890
47.7062,667,1,508,6935,1889
47.7075,667,1,507,6936,1889
47.711,667,1,506,6937,1889
47.7134,667,1,505,6938,1889
47.7154,667,1,504,6939,1889
47.7179,668,1,504,6939,1888
47.7328,667,1,505,6939,1888
47.7359,666,1,506,6939,1888
47.7384,665,1,507,6939,1888
47.7439,666,1,507,6939,1887
47.7462,665,1,508,6939,1887
47.7472,665,1,507,6940,1887
47.7481,664,1,508,6940,1887
47.7489,664,1,507,6941,1887
47.7561,664,1,506,6942,1887
47.7573,664,1,505,6943,1887
47.7655,664,1,504,6944,1887
47.7679,664,1,503,6945,1887
47.7695,664,1,502,6946,1887
47.7717,663,1,503,6946,1887
47.7772,662,1,504,6946,1887
47.7801,661,1,505,6946,1887
47.7805,662,1,505,6946,1886
47.7857,661,1,506,6946,1886
47.7885,661,1,505,6947,1886
47.7933,660,1,506,6947,1886
47.7945,659,1,507,6947,1886
47.7974,660,1,507,6947,1885
47.8001,659,1,508,6947,1885
47.8103,660,1,508,6947,1884
47.8146,660,1,507,6948,1884
47.8148,660,1,506,6949,1884
47.8152,661,1,506,6949,1883
47.8212,662,1,506,6949,1882
47.8215,662,1,505,6950,1882
47.8255,663,1,505,6950,1881
47.8292,663,0,505,6951,1881
47.8306,663,0,504,6952,1881
47.8317,662,0,505,6952,1881
47.8339,662,0,504,6953,1881
47.837,661,0,505,6953,1881
47.8387,661,0,504,6954,1881
47.8419,661,0,503,6955,1881
47.844,660,0,504,6955,1881
47.8534,660,0,503,6956,1881
47.8576,660,0,502,6957,1881
47.8584,659,0,503,6957,1881
47.86,658,0,504,6957,1881
47.8627,657,0,505,6957,1881
47.8651,656,0,506,6957,1881
47.8668,655,0,507,6957,1881
47.8685,655,0,506,6958,1881
47.871,655,0,505,6959,1881
47.8718,654,0,506,6959,1881
47.88,655,0,506,6959,1880
47.8839,655,0,505,6960,1880
47.8888,656,0,505,6960,1879
47.8922,656,0,504,6961,1879
47.8925,655,0,505,6961,1879
47.8949,655,0,504,6962,1879
47.8963,655,0,503,6963,1879
47.8969,654,0,504,6963,1879
47.9028,653,0,505,6963,1879
47.9036,652,0,506,6963,1879
47.9036,653,0,506,6963,1878
47.9041,653,0,505,6964,1878
47.9067,653,0,504,6965,1878
47.9152,652,0,505,6965,1878
47.9153,652,0,504,6966,1878
47.9155,652,0,503,6967,1878
47.9158,652,0,502,6968,1878
47.917,653,0,502,6968,1877
47.9174,654,0,502,6968,1876
47.9193,654,0,501,6969,1876
47.9213,653,0,502,6969,1876
47.9244,654,0,502,6969,1875
47.9247,655,0,502,6969,1874
47.9257,654,0,503,6969,1874
47.9262,653,0,504,6969,1874
47.9284,652,0,505,6969,1874
47.9293,652,0,504,6970,1874
47.9331,651,0,505,6970,1874
47.9336,652,0,505,6970,1873
47.9388,652,0,504,6971,1873
47.9411,652,0,503,6972,1873
47.9432,651,0,504,6972,1873
47.945,651,0,503,6973,1873
47.9465,651,0,502,6974,1873
47.9509,650,0,503,6974,1873
47.951,651,0,503,6974,1872
47.9517,651,0,502,6975,1872
47.9555,652,0,502,6975,1871
47.9557,651,0,503,6975,1871
47.9649,651,0,502,6976,1871
47.9682,651,0,501,6977,1871
47.9749,652,0,501,6977,1870
47.975,651,0,502,6977,1870
47.9762,652,0,502,6977,1869
47.9777,653,0,502,6977,1868
47.979,654,0,502,6977,1867
47.9842,653,0,503,6977,1867
47.9871,652,0,504,6977,1867
47.9949,652,0,503,6978,1867
47.9965,651,0,504,6978,1867
48.0027,651,0,503,6979,1867
48.008,651,0,502,6980,1867
48.0134,650,0,503,6980,1867
48.0173,650,0,502,6981,1867
48.0187,651,0,502,6981,1866
48.0213,650,0,503,6981,1866
48.0321,649,0,504,6981,1866
48.0331,649,0,503,6982,1866
48.0358,649,0,502,6983,1866
48.0381,650,0,502,6983,1865
48.0441,649,0,503,6983,1865
48.0488,648,0,504,6983,1865
48.0491,647,0,505,6983,1865
48.0508,648,0,505,6983,1864
48.0512,648,0,504,6984,1864
48.0536,647,0,505,6984,1864
48.0541,647,0,504,6985,1864
48.0553,647,0,503,6986,1864
48.0585,647,0,502,6987,1864
48.0609,648,0,502,6987,1863
48.0646,647,0,503,6987,1863
48.0657,647,0,502,6988,1863
48.0692,648,0,502,6988,1862
48.0709,649,0,502,6988,1861
48.0725,648,0,503,6988,1861
48.0744,648,0,502,6989,1861
48.0765,649,0,502,6989,1860
48.0803,649,0,501,6990,1860
48.0855,650,0,501,6990,1859
48.0864,651,0,501,6990,1858
48.0896,651,0,500,6991,1858
48.0915,651,0,499,6992,1858
48.0935,651,0,498,6993,1858
48.0939,652,0,498,6993,1857
48.0941,652,0,497,6994,1857
48.0996,651,0,498,6994,1857
48.1002,651,0,497,6995,1857
48.1069,650,0,498,6995,1857
48.1094,651,0,498,6995,1856
48.1108,650,0,499,6995,1856
48.1165,651,0,499,6995,1855
48.1168,650,0,500,6995,1855
48.1177,650,0,499,6996,1855
48.1221,649,0,500,6996,1855
48.126,649,0,499,6997,1855
48.1265,650,0,499,6997,1854
48.1279,650,0,498,6998,1854
48.1316,650,0,497,6999,1854
48.1329,651,0,497,6999,1853
48.1348,651,0,496,7000,1853
48.1364,651,0,495,7001,1853
48.1386,652,0,495,7001,1852
48.1419,653,0,495,7001,1851
48.1423,652,0,496,7001,1851
48.1507,652,0,495,7002,1851
48.158,652,0,494,7003,1851
48.1682,652,0,493,7004,1851
48.169,652,0,492,7005,1851
48.1692,653,0,492,7005,1850
48.1704,653,0,491,7006,1850
48.1768,654,0,491,7006,1849
48.1783,654,0,490,7007,1849
48.1804,654,0,489,7008,1849
48.1805,654,0,488,7009,1849
48.1849,653,0,489,7009,1849
48.1857,654,0,489,7009,1848
48.188,655,0,489,7009,1847
48.1976,655,0,488,7010,1847
48.198,656,0,488,7010,1846
48.1995,655,0,489,7010,1846
48.2008,655,0,488,7011,1846
48.2023,655,0,487,7012,1846
48.2039,654,0,488,7012,1846
48.2152,654,0,487,7013,1846
48.2175,654,0,486,7014,1846
48.2194,654,0,485,7015,1846
48.2259,655,0,485,7015,1845
48.2266,655,0,484,7016,1845
48.2285,655,0,483,7017,1845
48.2298,655,0,482,7018,1845
48.2314,655,0,481,7019,1845
48.2356,656,0,481,7019,1844
48.236,655,0,482,7019,1844
48.2412,654,0,483,7019,1844
48.243,654,0,482,7020,1844
48.2464,655,0,482,7020,1843
48.2468,655,0,481,7021,1843
48.2533,656,0,481,7021,1842
48.2554,655,0,482,7021,1842
48.2563,654,0,483,7021,1842
48.2569,655,0,483,7021,1841
48.2582,654,0,484,7021,1841
48.2594,653,0,485,7021,1841
48.2623,653,0,484,7022,1841
48.2628,654,0,484,7022,1840
48.2647,653,0,485,7022,1840
48.2651,652,0,486,7022,1840
48.267,652,0,485,7023,1840
48.2685,651,0,486,7023,1840
48.2734,650,0,487,7023,1840
48.2786,649,0,488,7023,1840
48.2814,649,0,487,7024,1840
48.2998,649,0,486,7025,1840
48.301,648,0,487,7025,1840
48.3066,648,0,486,7026,1840
48.3137,648,0,485,7027,1840
48.316,648,0,484,7028,1840
48.3167,647,0,485,7028,1840
48.3198,647,0,484,7029,1840
48.321,647,0,483,7030,1840
48.3216,648,0,483,7030,1839
48.3301,648,0,482,7031,1839
48.3313,648,0,481,7032,1839
48.332,648,0,480,7033,1839
48.3322,647,0,481,7033,1839
48.3385,647,0,480,7034,1839
48.3468,646,0,481,7034,1839
48.3491,645,0,482,7034,1839
48.3558,645,0,481,7035,1839
48.3672,646,0,481,7035,1838
48.369,645,0,482,7035,1838
48.3739,644,0,483,7035,1838
48.3795,643,0,484,7035,1838
48.3805,643,0,483,7036,1838
48.3825,642,0,484,7036,1838
48.3884,642,0,483,7037,1838
48.3911,643,0,483,7037,1837
48.3928,644,0,483,7037,1836
48.3937,645,0,483,7037,1835
48.3962,644,0,484,7037,1835
48.398,644,0,483,7038,1835
48.3984,644,0,482,7039,1835
48.3995,644,0,481,7040,1835
48.401,645,0,481,7040,1834
48.4089,644,0,482,7040,1834
48.4109,643,0,483,7040,1834
48.4124,644,0,483,7040,1833
48.4139,644,0,482,7041,1833
48.414,645,0,482,7041,1832
48.42,645,0,481,7042,1832
48.4233,644,0,482,7042,1832
48.4234,643,0,483,7042,1832
48.4305,642,0,484,7042,1832
48.4351,641,0,485,7042,1832
48.4358,642,0,485,7042,1831
48.4361,642,0,484,7043,1831
48.4436,642,0,483,7044,1831
48.4504,642,0,482,7045,1831
48.4532,641,0,483,7045,1831
48.4534,641,0,482,7046,1831
48.4539,642,0,482,7046,1830
48.4542,641,0,483,7046,1830
48.4543,640,0,484,7046,1830
48.4553,641,0,484,7046,1829
48.4587,642,0,484,7046,1828
48.4609,641,0,485,7046,1828
48.4625,640,0,486,7046,1828
48.4631,639,0,487,7046,1828
48.4668,638,0,488,7046,1828
48.467,639,0,488,7046,1827
48.4684,638,0,489,7046,1827
48.4692,637,0,490,7046,1827
48.4789,636,0,491,7046,1827
48.4807,637,0,491,7046,1826
48.4836,636,0,492,7046,1826
48.4948,635,0,493,7046,1826
48.4971,636,0,493,7046,1825
48.5032,635,0,494,7046,1825
48.5065,634,0,495,7046,1825
48.5073,633,0,496,7046,1825
48.5075,633,0,495,7047,1825
48.5089,633,0,494,7048,1825
48.5102,634,0,494,7048,1824
48.5121,633,0,495,7048,1824
48.5138,633,0,494,7049,1824
48.5145,634,0,494,7049,1823
48.5158,633,0,495,7049,1823
48.5232,632,0,496,7049,1823
48.5237,631,0,497,7049,1823
48.5241,631,0,496,7050,1823
48.5267,630,0,497,7050,1823
48.5273,630,0,496,7051,1823
48.5299,631,0,496,7051,1822
48.5329,631,0,495,7052,1822
48.5341,631,0,494,7053,1822
48.5393,631,0,493,7054,1822
48.5422,630,0,494,7054,1822
48.5531,630,0,493,7055,1822
48.5546,630,0,492,7056,1822
48.556,631,0,492,7056,1821
48.5647,630,0,493,7056,1821
48.5701,630,0,492,7057,1821
48.5728,629,0,493,7057,1821
48.5761,629,0,492,7058,1821
48.58,628,0,493,7058,1821
48.5811,628,0,492,7059,1821
48.5821,628,0,491,7060,1821
48.5834,628,0,490,7061,1821
48.588,627,0,491,7061,1821
48.5895,627,0,490,7062,1821
48.5904,626,0,491,7062,1821
48.5911,626,0,490,7063,1821
48.5933,626,0,489,7064,1821
48.596,626,0,488,7065,1821
48.6005,626,0,487,7066,1821
48.6048,626,0,486,7067,1821
48.6056,625,0,487,7067,1821
48.607,626,0,487,7067,1820
48.6071,626,0,486,7068,1820
48.6098,625,0,487,7068,1820
48.6119,625,0,486,7069,1820
48.6131,625,0,485,7070,1820
48.6136,625,0,484,7071,1820
48.6139,624,0,485,7071,1820
48.616,624,0,484,7072,1820
48.6181,624,0,483,7073,1820
48.6183,623,0,484,7073,1820
48.6188,622,0,485,7073,1820
48.6194,623,0,485,7073,1819
48.6249,624,0,485,7073,1818
48.6259,625,0,485,7073,1817
48.6343,625,0,484,7074,1817
48.636,625,0,483,7075,1817
48.6376,625,0,482,7076,1817
48.6383,624,0,483,7076,1817
48.642,624,0,482,7077,1817
48.6476,625,0,482,7077,1816
48.6483,625,0,481,7078,1816
48.6499,625,0,480,7079,1816
